Location Coordinate;Feature Extent;Latitude Coordinate;Longitude Coordinate;Road Name;Installed Year;Range;Counter Type;Installed Date;Easting Coordinate;Northing Coordinate;Projection;Postcode;85th Percentile (Kmh);Volume in 12Hours;Volume in 24Hours;Commercial Vehicles (%);Peak Volume (%);GISFid
-38.2068860024, 145.3756040032;"{""coordinates"": [145.3756040032, -38.2068860024], ""type"": ""Point""}";-38.20688600244431;145.37560400320908;Bayview Road;2022;Between 40km/h and 50km/h;W;2022-08-24;357779;5769984;MGA2020 zone 55;3980;49.3;1008;1207;6.45;15.02;541
-38.0653284884, 145.3544928192;"{""coordinates"": [145.3544928192, -38.0653284884], ""type"": ""Point""}";-38.06532848844653;145.35449281918147;Viewgrand Drive;2018;Between 50km/h and 60km/h;w;2018-06-23;355652;5785659;MGA2020 zone 55;3806;56.85;1321;1612;2.38;13.03;578
-38.1205355398, 145.3001223767;"{""coordinates"": [145.3001223767, -38.1205355398], ""type"": ""Point""}";-38.120535539832815;145.3001223767096;Lanthorn Crescent;2019;Between 30km/h and 40km/h;W;2019-11-12;350995;5779447;MGA2020 zone 55;3977;32.9;78;111;3.59;11.68;703
-38.1030192334, 145.3278211526;"{""coordinates"": [145.3278211526, -38.1030192334], ""type"": ""Point""}";-38.10301923344361;145.32782115260613;Linsell Blvd;2018;More than 60km/h;W;2018-07-10;353388;5781435;MGA2020 zone 55;3978;62.0;6843;8897;2.7;8.9;708
-38.0412239568, 145.3539520597;"{""coordinates"": [145.3539520597, -38.0412239568], ""type"": ""Point""}";-38.04122395684135;145.35395205972398;Edrington Park Drive;2018;Between 50km/h and 60km/h;W;2018-03-02;355557;5788333;MGA2020 zone 55;3806;54.2;956;1120;4.31;14.29;762
-38.0596230665, 145.3083848603;"{""coordinates"": [145.3083848603, -38.0596230665], ""type"": ""Point""}";-38.05962306653628;145.30838486029876;The Boulevard Narre Warren South;2018;Between 50km/h and 60km/h;W;2018-05-09;351596;5786220;MGA2020 zone 55;3805;57.0;813;969;2.9;9.91;779
-37.9655936696, 145.2824094756;"{""coordinates"": [145.2824094756, -37.9655936696], ""type"": ""Point""}";-37.96559366955906;145.28240947564368;Hallam North Road;2018;Between 50km/h and 60km/h;W;2018-06-22;349124;5796612;MGA2020 zone 55;3802;52.3;2907;3661;3.71;11.86;785
-38.0366114289, 145.3633201803;"{""coordinates"": [145.3633201803, -38.0366114289], ""type"": ""Point""}";-38.03661142891468;145.36332018030402;Manuka Road;2019;More than 60km/h;W;2019-05-16;356371;5788860;MGA2020 zone 55;3806;63.0;5065;5739;6.8;17.11;797
-38.0059081041, 145.2922422831;"{""coordinates"": [145.2922422831, -38.0059081041], ""type"": ""Point""}";-38.00590810408784;145.29224228310085;Tinks Road;2019;Between 50km/h and 60km/h;W;2019-02-14;350070;5792154;MGA2020 zone 55;3805;59.0;6136;8143;3.1;12.16;810
-38.0081576099, 145.3162394002;"{""coordinates"": [145.3162394002, -38.0081576099], ""type"": ""Point""}";-38.00815760986671;145.3162394002125;Kurrajong Road;2021;Between 50km/h and 60km/h;W;2021-04-20;352181;5791943;MGA2020 zone 55;3805;51.7;2884;3408;4.3;12.95;820
-38.0413492817, 145.2472860463;"{""coordinates"": [145.2472860463, -38.0413492817], ""type"": ""Point""}";-38.041349281720365;145.24728604630417;Commercial Drive;2021;Between 50km/h and 60km/h;W;2021-03-26;346197;5788148;MGA2020 zone 55;3975;57.8;576;678;17.0;8.5;833
-38.0895603852, 145.2621631359;"{""coordinates"": [145.2621631359, -38.0895603852], ""type"": ""Point""}";-38.08956038524512;145.26216313585624;Kulkami Way;2020;Between 50km/h and 60km/h;W;2020-02-13;347603;5782823;MGA2020 zone 55;3977;51.5;1045;1454;4.6;10.52;907
-38.0620344139, 145.3428560666;"{""coordinates"": [145.3428560666, -38.0620344139], ""type"": ""Point""}";-38.062034413894665;145.3428560665592;Meridian Circuit;2018;Between 40km/h and 50km/h;W;2018-11-13;354625;5786007;MGA2020 zone 55;3806;43.9;88;128;5.84;11.72;931
-38.0638196284, 145.3450155572;"{""coordinates"": [145.3450155572, -38.0638196284], ""type"": ""Point""}";-38.06381962842114;145.34501555721317;Cresthaven Boulevard;2019;More than 60km/h;W;2019-02-23;354818;5785812;MGA2020 zone 55;3806;61.9;705;806;8.59;24.57;956
-38.00493659, 145.2798664065;"{""coordinates"": [145.2798664065, -38.00493659], ""type"": ""Point""}";-38.00493659003518;145.27986640650713;Fitzgerald Road;2020;Between 50km/h and 60km/h;W;2020-02-13;348981;5792242;MGA2020 zone 55;3803;50.3;2677;3612;4.13;8.36;962
-38.038618532, 145.307716006;"{""coordinates"": [145.307716006, -38.038618532], ""type"": ""Point""}";-38.03861853200806;145.30771600603006;Fleetwood Drive;2018;Between 50km/h and 60km/h;W;2018-06-23;351495;5788550;MGA2020 zone 55;3805;57.9;1364;1855;7.66;8.36;971
-38.1003788364, 145.2866331286;"{""coordinates"": [145.2866331286, -38.1003788364], ""type"": ""Point""}";-38.10037883643124;145.2866331286271;Normanby Street;2018;Between 50km/h and 60km/h;W;2018-03-13;349771;5781662;MGA2020 zone 55;3977;51.1;458;588;6.54;11.56;997
-38.0765052832, 145.3273774938;"{""coordinates"": [145.3273774938, -38.0765052832], ""type"": ""Point""}";-38.07650528324447;145.32737749383963;Teneriffe Street;2018;Between 30km/h and 40km/h;W;2018-05-10;353296;5784377;MGA2020 zone 55;3977;38.1;130;171;7.49;11.7;615
-38.0923447559, 145.2534015228;"{""coordinates"": [145.2534015228, -38.0923447559], ""type"": ""Point""}";-38.092344755894246;145.2534015228026;Morialta Road;2019;Between 40km/h and 50km/h;W;2019-05-21;346840;5782500;MGA2020 zone 55;3977;44.0;298;357;12.3;12.32;622
-38.0319223231, 145.3090796228;"{""coordinates"": [145.3090796228, -38.0319223231], ""type"": ""Point""}";-38.031922323109306;145.30907962276325;Saxonwood Drive;2019;Between 50km/h and 60km/h;W;2019-03-14;351601;5789295;MGA2020 zone 55;3805;55.6;5549;7391;3.75;9.34;631
-37.9970094392, 145.2391345725;"{""coordinates"": [145.2391345725, -37.9970094392], ""type"": ""Point""}";-37.99700943924735;145.23913457247085;Fugosia Street;2019;Between 40km/h and 50km/h;W;2019-09-02;345388;5793055;MGA2020 zone 55;3177;44.5;789;987;2.9;18.42;639
-38.0325578325, 145.3499296507;"{""coordinates"": [145.3499296507, -38.0325578325], ""type"": ""Point""}";-38.03255783250579;145.3499296506559;High Street - Berwick Service Road;2020;Between 50km/h and 60km/h;W;2020-02-13;355187;5789289;MGA2020 zone 55;3806;52.8;332;381;6.5;21.52;654
-38.0795900932, 145.2912761307;"{""coordinates"": [145.2912761307, -38.0795900932], ""type"": ""Point""}";-38.079590093188465;145.2912761307385;Josephine Avenue, Cranb.;2019;Between 40km/h and 50km/h;W;2019-08-26;350136;5783977;MGA2020 zone 55;3977;47.2;894;1081;5.4;15.79;656
-38.1383348412, 145.2560669938;"{""coordinates"": [145.2560669938, -38.1383348412], ""type"": ""Point""}";-38.138334841245715;145.25606699378108;Settlers Run;2019;Between 50km/h and 60km/h;W;2019-11-21;347170;5777401;MGA2020 zone 55;3977;50.1;1591;2069;7.01;9.31;777
-38.0662533464, 145.325999549;"{""coordinates"": [145.325999549, -38.0662533464], ""type"": ""Point""}";-38.06625334636065;145.32599954899757;The Esplanade;2018;Between 50km/h and 60km/h;W;2018-05-09;353154;5785512;MGA2020 zone 55;3805;57.0;1478;1909;2.5;10.27;782
-38.0519668363, 145.2951485659;"{""coordinates"": [145.2951485659, -38.0519668363], ""type"": ""Point""}";-38.051966836347276;145.2951485658945;Seebeck Drive;2019;More than 60km/h;W;2019-05-30;350419;5787048;MGA2020 zone 55;3805;60.4;3016;3780;4.3;12.3;807
-37.994108398, 145.2349361595;"{""coordinates"": [145.2349361595, -37.994108398], ""type"": ""Point""}";-37.99410839804153;145.23493615952225;Matipo Street;2021;Between 40km/h and 50km/h;W???;2021-05-26;345014;5793370;MGA2020 zone 55;3177;48.9;272;350;4.89;12.57;862
-38.1033555277, 145.2879410187;"{""coordinates"": [145.2879410187, -38.1033555277], ""type"": ""Point""}";-38.10335552766222;145.28794101868053;Marklin Street;2021;Between 50km/h and 60km/h;W;2021-03-26;349892;5781334;MGA2020 zone 55;3977;53.5;298;375;2.1;9.76;864
-38.0693412698, 145.2464846845;"{""coordinates"": [145.2464846845, -38.0693412698], ""type"": ""Point""}";-38.069341269754766;145.24648468453898;Beechwood Drive;2021;Between 40km/h and 50km/h;W;2021-03-26;346185;5785041;MGA2020 zone 55;3975;47.3;293;369;2.6;11.9;889
-37.9817770023, 145.2557470318;"{""coordinates"": [145.2557470318, -37.9817770023], ""type"": ""Point""}";-37.98177700227546;145.25574703181547;Matthew Flinders Avenue;2022;Between 40km/h and 50km/h;W;2022-02-22;346816;5794773;MGA2020 zone 55;3802;49.5;2449;3039;5.11;10.33;900
-38.0702270205, 145.3412433622;"{""coordinates"": [145.3412433622, -38.0702270205], ""type"": ""Point""}";-38.07022702050958;145.3412433621925;Skyline Way;2019;Between 50km/h and 60km/h;W;2019-05-21;354500;5785095;MGA2020 zone 55;3806;55.0;2205;2672;6.3;16.17;913
-38.0769004458, 145.2419922542;"{""coordinates"": [145.2419922542, -38.0769004458], ""type"": ""Point""}";-38.07690044579107;145.2419922542497;Albida Parade;2018;Between 50km/h and 60km/h;W;2018-03-02;345807;5784194;MGA2020 zone 55;3975;50.3;182;238;1.29;15.55;933
-38.011923147, 145.311656275;"{""coordinates"": [145.311656275, -38.011923147], ""type"": ""Point""}";-38.011923147028;145.3116562750471;Song Street;2020;Between 50km/h and 60km/h;W;2020-02-13;351787;5791518;MGA2020 zone 55;3805;56.6;559;717;5.2;10.88;985
-38.20948, 145.378926;"{""coordinates"": [145.378926, -38.20948], ""type"": ""Point""}";-38.209479999996354;145.37892599999788;Matthew St;2024;Less than 30km/h;W;2024-07-24;358075;5769701;MGA2020 zone 55;3980;27.4;68;74;8.7;17.6;1504
-38.214723, 145.379239;"{""coordinates"": [145.379239, -38.214723], ""type"": ""Point""}";-38.21472299999634;145.37923899999782;Mickle St;2024;Between 30km/h and 40km/h;W;2024-07-24;358113;5769120;MGA2020 zone 55;3980;31.7;45;50;5.6;14.0;1506
-38.207897, 145.224356;"{""coordinates"": [145.224356, -38.207897], ""type"": ""Point""}";-38.20789699999597;145.22435599999676;Middle Rd;2024;Between 30km/h and 40km/h;W;2024-07-23;344538;5769629;MGA2020 zone 55;3912;37.1;61;71;5.7;14.1;1507
-38.104449, 145.262197;"{""coordinates"": [145.262197, -38.104449], ""type"": ""Point""}";-38.10444899999613;145.26219699999706;Raisell Road;2024;Between 50km/h and 60km/h;W;2024-10-22;347637;5781171;MGA2020 zone 55;3977;51.3;707;912;12.9;13.5;1516
-38.224045, 145.310368;"{""coordinates"": [145.310368, -38.224045], ""type"": ""Point""}";-38.22404499999619;145.31036799999745;Rigby St;2024;Less than 30km/h;W;2024-07-23;352102;5767978;MGA2020 zone 55;3980;25.3;23;29;13.2;17.2;1519
-38.0970143, 145.3675717;"{""coordinates"": [145.3675717, -38.0970143], ""type"": ""Point""}";-38.09701429999638;145.36757169999774;St Germain Boulevard;2024;Between 50km/h and 60km/h;W;2024-10-23;356861;5782164;MGA2020 zone 55;3978;54.5;3488;4463;5.6;15.4;1527
-37.978876, 145.314449;"{""coordinates"": [145.314449, -37.978876], ""type"": ""Point""}";-37.978875999996326;145.31444899999744;Tom Jones Court;2024;Between 40km/h and 50km/h;W;2024-10-22;351965;5795190;MGA2020 zone 55;3804;49.1;308;339;4.9;25.0;1535
-38.0551221345, 145.347703157;"{""coordinates"": [145.347703157, -38.0551221345], ""type"": ""Point""}";-38.05512213450011;145.3477031569537;Vivienne Way;2023;Between 30km/h and 40km/h;W;2023-02-07;355037;5786781;MGA2020 zone 55;3806;33.9;1729;2224;4.22;10.58;1052
-38.0804781344, 145.3472241597;"{""coordinates"": [145.3472241597, -38.0804781344], ""type"": ""Point""}";-38.08047813437703;145.3472241597071;Marblelight Way;2023;Between 30km/h and 40km/h;W;2023-02-07;355045;5783967;MGA2020 zone 55;3978;32.9;81;103;4.77;9.43;1059
-38.0926891382, 145.2909281512;"{""coordinates"": [145.2909281512, -38.0926891382], ""type"": ""Point""}";-38.09268913823204;145.29092815121595;Kingdome Drive;2023;Between 40km/h and 50km/h;W;2023-02-07;350132;5782523;MGA2020 zone 55;3977;49.7;9237;12587;3.13;7.97;1063
-38.0929601396, 145.2717221479;"{""coordinates"": [145.2717221479, -38.0929601396], ""type"": ""Point""}";-38.092960139568284;145.27172214788217;Glenbourne Road;2023;Between 40km/h and 50km/h;W;2023-02-07;348448;5782461;MGA2020 zone 55;3977;47.8;252;324;3.39;9.73;1064
-37.9904551416, 145.252034133;"{""coordinates"": [145.252034133, -37.9904551416], ""type"": ""Point""}";-37.9904551415712;145.25203413303603;Sheoak Street;2023;Between 50km/h and 60km/h;W;2023-02-07;346508;5793804;MGA2020 zone 55;3177;52.5;892;1206;5.53;9.77;1072
-38.0293061374, 145.3087001473;"{""coordinates"": [145.3087001473, -38.0293061374], ""type"": ""Point""}";-38.02930613738403;145.30870014725366;Sweeney Drive;2023;Between 30km/h and 40km/h;W;2023-02-07;351562;5789584;MGA2020 zone 55;3805;39.6;69;91;6.4;10.53;1095
-38.0630431348, 145.3433241571;"{""coordinates"": [145.3433241571, -38.0630431348], ""type"": ""Point""}";-38.063043134757365;145.34332415707397;Skyline Boulevard;2023;Between 50km/h and 60km/h;W;2023-05-10;354668;5785896;MGA2020 zone 55;3806;59.5;3844;4464;7.58;16.16;1120
-38.1451901409, 145.2478291495;"{""coordinates"": [145.2478291495, -38.1451901409], ""type"": ""Point""}";-38.145190140908745;145.24782914951527;Botanic Ridge Boulevard;2023;Between 50km/h and 60km/h;W;2023-05-09;346462;5776626;MGA2020 zone 55;3977;56.9;1028;1280;12.33;16.14;1151
-38.04926, 145.338547;"{""coordinates"": [145.338547, -38.04926], ""type"": ""Point""}";-38.04925999999632;145.33854699999762;County Drive;2023;Between 50km/h and 60km/h;W;2023-10-22;354222;5787418;MGA2020 zone 55;3806;55.6;2942;3796;4.27;379.0;1212
-38.119611, 145.251758;"{""coordinates"": [145.251758, -38.119611], ""type"": ""Point""}";-38.119610999996105;145.25175799999695;Eaglescliffe Crescent;2024;Between 40km/h and 50km/h;W;2024-05-10;346753;5779471;MGA2020 zone 55;3977;47.4;388;513;4.53;54.0;1338
-38.028232, 145.358156;"{""coordinates"": [145.358156, -38.028232], ""type"": ""Point""}";-38.02823199999639;145.3581559999977;Howell Drive;2024;Between 50km/h and 60km/h;W;2024-05-17;355901;5789781;MGA2020 zone 55;3806;55.5;547;634;6.16;101.0;1346
-38.000808, 145.344986;"{""coordinates"": [145.344986, -38.000808], ""type"": ""Point""}";-38.00080799999638;145.3449859999976;King Road;2024;Between 50km/h and 60km/h;W;2024-05-17;354691;5792804;MGA2020 zone 55;3806;52.4;692;788;10.31;133.0;1352
-38.176869, 145.288516;"{""coordinates"": [145.288516, -38.176869], ""type"": ""Point""}";-38.17686899999618;145.28851599999723;North Road;2024;More than 60km/h;W;2024-05-24;350093;5773178;MGA2020 zone 55;3977;76.5;5311;6396;4.45;808.0;1358
-37.980347, 145.329447;"{""coordinates"": [145.329447, -37.980347], ""type"": ""Point""}";-37.98034699999636;145.32944699999751;Kennedy Ave;2024;Less than 30km/h;W;2024-07-23;353286;5795050;MGA2020 zone 55;3804;26.5;39;42;9.8;21.4;1494
-38.0675000084, 145.2465475783;"{""coordinates"": [145.2465475783, -38.0675000084], ""type"": ""Point""}";-38.06750000843909;145.24654757833565;Alpine Heath Way;2018;Between 40km/h and 50km/h;W;2018-05-08;346187;5785245;MGA2020 zone 55;3975;48.2;5832;7488;3.0;13.6;917
-38.1131769051, 145.2496843596;"{""coordinates"": [145.2496843596, -38.1131769051], ""type"": ""Point""}";-38.11317690507317;145.2496843596476;Ranfurlie Boulevard;2019;Between 50km/h and 60km/h;W;2019-09-02;346558;5780182;MGA2020 zone 55;3977;55.4;1763;2168;3.1;9.97;942
-38.0595816255, 145.2885431792;"{""coordinates"": [145.2885431792, -38.0595816255], ""type"": ""Point""}";-38.05958162545742;145.2885431791625;Lighthorse Crescent;2019;Between 30km/h and 40km/h;W;2019-11-12;349855;5786193;MGA2020 zone 55;3805;37.7;80;109;4.59;14.18;977
-38.1622430513, 145.3045247329;"{""coordinates"": [145.3045247329, -38.1622430513], ""type"": ""Point""}";-38.16224305125401;145.30452473290083;Worthing Road;2018;More than 60km/h;W;2018-05-08;351465;5774826;MGA2020 zone 55;3977;63.6;175;201;8.24;15.42;994
-37.9769971405, 145.2684231344;"{""coordinates"": [145.2684231344, -37.9769971405], ""type"": ""Point""}";-37.976997140514236;145.26842313440062;Lawson Way;2022;More than 60km/h;W;2022-10-21;347919;5795324;MGA2020 zone 55;3802;60.5;461;607;15.63;10.01;1012
-38.1068201388, 145.280946151;"{""coordinates"": [145.280946151, -38.1068201388], ""type"": ""Point""}";-38.10682013884047;145.28094615104408;Mundaring Drive;2022;Between 40km/h and 50km/h;W;2022-10-21;349285;5780938;MGA2020 zone 55;3977;44.7;2219;2567;21.31;9.39;1014
-38.1016451387, 145.2828081508;"{""coordinates"": [145.2828081508, -38.1016451387], ""type"": ""Point""}";-38.101645138742654;145.28280815079293;South Gippsland Highway Service Road;2022;Between 50km/h and 60km/h;W;2022-10-21;349438;5781516;MGA2020 zone 55;3977;51.3;385;419;20.96;11.73;1037
-38.1178891352, 145.3316041612;"{""coordinates"": [145.3316041612, -38.1178891352], ""type"": ""Point""}";-38.11788913523806;145.33160416115933;Blundy Boulevard;2023;Between 40km/h and 50km/h;W;2023-02-07;353749;5779791;MGA2020 zone 55;3978;47.2;1337;1864;4.06;8.86;1058
-38.1261681419, 145.2356091453;"{""coordinates"": [145.2356091453, -38.1261681419], ""type"": ""Point""}";-38.12616814187521;145.2356091452516;Encore Boulevard;2023;Between 50km/h and 60km/h;W;2023-02-07;345351;5778717;MGA2020 zone 55;3977;55.4;2468;3144;3.81;8.83;1070
-38.0340141392, 145.281616143;"{""coordinates"": [145.281616143, -38.0340141392], ""type"": ""Point""}";-38.03401413924313;145.28161614304568;Warana Drive;2023;Between 40km/h and 50km/h;W;2023-02-18;349195;5789018;MGA2020 zone 55;3976;49.4;1005;1253;4.14;10.43;1085
-38.0059251351, 145.3428691506;"{""coordinates"": [145.3428691506, -38.0059251351], ""type"": ""Point""}";-38.00592513514217;145.34286915061094;Harkaway Road;2023;More than 60km/h;W;2023-02-07;354515;5792233;MGA2020 zone 55;3806;85.6;9765;12231;9.49;9.47;1089
-38.0194541385, 145.2938331436;"{""coordinates"": [145.2938331436, -38.0194541385], ""type"": ""Point""}";-38.01945413848175;145.29383314355854;Vesper Drive;2023;Between 50km/h and 60km/h;W;2023-02-07;350237;5790654;MGA2020 zone 55;3805;50.2;1077;1280;13.26;9.93;1094
-38.0867111388, 145.2840081493;"{""coordinates"": [145.2840081493, -38.0867111388], ""type"": ""Point""}";-38.08671113875116;145.28400814933713;Springhill Drive;2023;Between 50km/h and 60km/h;W;2023-05-09;349513;5783175;MGA2020 zone 55;3977;57.0;5203;6601;15.63;10.78;1111
-37.9768861427, 145.237682129;"{""coordinates"": [145.237682129, -37.9768861427], ""type"": ""Point""}";-37.9768861426527;145.23768212902633;Cootamundra;2023;Between 40km/h and 50km/h;W;2023-05-10;345219;5795285;MGA2020 zone 55;3177;47.7;320;412;12.26;10.55;1122
-38.0350491352, 145.3387861532;"{""coordinates"": [145.3387861532, -38.0350491352], ""type"": ""Point""}";-38.03504913524753;145.3387861531512;Jane Street;2023;Between 40km/h and 50km/h;W;2023-07-26;354214;5788995;MGA2020 zone 55;3806;45.6;342;437;3.02;11.06;1161
-38.0825351338, 145.3559891615;"{""coordinates"": [145.3559891615, -38.0825351338], ""type"": ""Point""}";-38.08253513375122;145.3559891614714;Elmtree Crescent;2023;Between 30km/h and 40km/h;W;2023-07-26;355817;5783752;MGA2020 zone 55;3978;38.1;150;208;5.24;9.52;1173
-38.015105, 145.322637;"{""coordinates"": [145.322637, -38.015105], ""type"": ""Point""}";-38.015104999996325;145.32263699999748;Beldale Court;2023;Between 30km/h and 40km/h;W;2023-10-25;352757;5791182;MGA2020 zone 55;3806;33.1;731;792;3.92;133.0;1222
-38.081312, 145.289905;"{""coordinates"": [145.289905, -38.081312], ""type"": ""Point""}";-38.08131199999621;145.28990499999725;Lansell Drive;2024;Between 40km/h and 50km/h;W;2024-02-05;350019;5783783;MGA2020 zone 55;3977;49.8;709;952;5.54;107.0;1295
-38.024442, 145.30598;"{""coordinates"": [145.30598, -38.024442], ""type"": ""Point""}";-38.02444199999626;145.3059799999974;Webb Street;2024;Between 50km/h and 60km/h;W;2024-02-07;351314;5790120;MGA2020 zone 55;3805;51.1;3949;4766;5.38;406.0;1317
-38.177067, 145.29007;"{""coordinates"": [145.29007, -38.177067], ""type"": ""Point""}";-38.17706699999617;145.29006999999726;North Road;2024;More than 60km/h;W;2024-05-24;350229;5773158;MGA2020 zone 55;3977;82.3;5298;6384;4.68;808.0;1359
-38.118322, 145.338451;"{""coordinates"": [145.338451, -38.118322], ""type"": ""Point""}";-38.118321999996326;145.33845099999758;Sandown Parade;2024;Between 40km/h and 50km/h;W;2024-05-17;354350;5779754;MGA2020 zone 55;3978;44.6;494;640;1.41;84.0;1368
